synset	domain
Synset('right-handedness.n.01')	Synset('spatial_property.n.01')
Synset('xenicidae.n.01')	Synset('bird_family.n.01')
Synset('general_officer.n.01')	Synset('serviceman.n.01')
Synset('spenserian_stanza.n.01')	Synset('matter.n.06')
Synset('skinny.n.01')	Synset('information.n.01')
Synset('partner_relation.n.01')	Synset('relation.n.01')-misc
Synset('hepatic_duct.n.01')	Synset('passage.n.07')
Synset('exobiology.n.01')	Synset('life_science.n.01')
Synset('antineutron.n.01')	Synset('body.n.04')
Synset('middle_irish.n.01')	Synset('indo-european.n.02')
Synset('modification.n.03')	Synset('linguistic_relation.n.01')
Synset('nutrition.n.01')	Synset('organic_process.n.01')-misc
Synset('indexer.n.01')	Synset('skilled_worker.n.01')-misc
Synset('fibrinolysis.n.01')	Synset('natural_process.n.01')-misc
Synset('peak.n.04')	Synset('topographic_point.n.01')
Synset('mammography.n.01')	Synset('procedure.n.01')-misc
Synset('mormonism.n.01')	Synset('morality.n.01')
Synset('commercial_credit.n.01')	Synset('assets.n.01')-misc
Synset('commentator.n.02')	Synset('writer.n.01')
Synset('sayornis.n.01')	Synset('bird_genus.n.01')-misc
Synset('white_pine.n.02')	Synset('wood.n.01')
Synset('pluralism.n.01')	Synset('system.n.02')
Synset('pluralism.n.03')	Synset('practice.n.01')
Synset('pluralism.n.02')	Synset('doctrine.n.01')
Synset('waterweed.n.01')	Synset('aquatic_plant.n.01')
Synset('geophysicist.n.01')	Synset('scientist.n.01')
Synset('april_fool.n.02')	Synset('diversion.n.01')-misc
Synset('unknowingness.n.02')	Synset('psychological_state.n.01')
Synset('sacral_nerve.n.01')	Synset('animal_tissue.n.01')-misc
Synset('potassium_permanganate.n.01')	Synset('salt.n.01')
Synset('wings.n.01')	Synset('act.n.02')-misc
Synset('survivor_guilt.n.01')	Synset('feeling.n.01')-misc
Synset('ameba.n.01')	Synset('protoctist.n.01')
Synset('tax_benefit.n.01')	Synset('transferred_property.n.01')-misc
Synset('standard.n.01')	Synset('system_of_measurement.n.01')
Synset('zaglossus.n.01')	Synset('mammal_genus.n.01')-misc
Synset('kurdish.n.01')	Synset('indo-european.n.02')
Synset('long-head_coneflower.n.01')	Synset('wilding.n.01')
Synset('iraqi_dinar.n.01')	Synset('monetary_unit.n.01')-misc
Synset('distillate.n.01')	Synset('liquid.n.01')-misc
Synset('bar_line.n.01')	Synset('mark.n.04')
Synset('artfulness.n.01')	Synset('immorality.n.01')
Synset('archosaur.n.01')	Synset('archosaur.n.01')
Synset('anas.n.01')	Synset('bird_genus.n.01')-misc
Synset('code_of_conduct.n.01')	Synset('cognition.n.01')-misc
Synset('pussy-paw.n.01')	Synset('wilding.n.01')
Synset('monopoly.n.02')	Synset('condition.n.01')-misc
Synset('monopoly.n.03')	Synset('game.n.01')
Synset('monopoly.n.01')	Synset('activity.n.01')-misc
Synset('sympathizer.n.02')	Synset('advocate.n.01')
Synset('firewood.n.01')	Synset('substance.n.07')-misc
Synset('traveler's_joy.n.01')	Synset('climber.n.01')
Synset('rubric.n.05')	Synset('name.n.01')
Synset('rubric.n.06')	Synset('concept.n.01')-misc
Synset('parameter.n.04')	Synset('concept.n.01')-misc
Synset('rubric.n.01')	Synset('direction.n.06')
Synset('parameter.n.01')	Synset('concept.n.01')-misc
Synset('rubric.n.03')	Synset('direction.n.06')
Synset('archidiskidon.n.01')	Synset('mammal_genus.n.01')-misc
Synset('series.n.01')	Synset('ordering.n.01')
Synset('technophilia.n.01')	Synset('feeling.n.01')-misc
Synset('series.n.03')	Synset('work.n.02')
Synset('series.n.04')	Synset('contest.n.01')
Synset('series.n.05')	Synset('relation.n.01')-misc
Synset('series.n.06')	Synset('group.n.01')-misc
Synset('bulnesia.n.01')	Synset('rosid_dicot_genus.n.01')-misc
Synset('concern.n.01')	Synset('psychological_state.n.01')
Synset('suturing.n.01')	Synset('occupation.n.01')-misc
Synset('zapper.n.01')	Synset('electrical_device.n.01')
Synset('beef_tenderloin.n.01')	Synset('meat.n.01')
Synset('holocaust.n.01')	Synset('termination.n.05')
Synset('carolinian.n.01')	Synset('american.n.01')
Synset('tip_in.n.01')	Synset('attempt.n.01')
Synset('banking_industry.n.01')	Synset('enterprise.n.02')
Synset('cerebral_aneurysm.n.01')	Synset('disorder.n.01')-misc
Synset('synapsida.n.01')	Synset('class.n.07')
Synset('cost-pull_inflation.n.01')	Synset('process.n.06')-misc
Synset('boxing.n.01')	Synset('sport.n.01')
Synset('blackmailer.n.01')	Synset('wrongdoer.n.01')
Synset('monoxide.n.01')	Synset('compound.n.02')-misc
Synset('national_science_foundation.n.01')	Synset('agency.n.01')
Synset('chamaeleontidae.n.01')	Synset('family.n.06')-misc
Synset('irony.n.03')	Synset('device.n.02')
Synset('irony.n.02')	Synset('quality.n.01')-misc
Synset('acoustics.n.01')	Synset('natural_science.n.01')-misc
Synset('safety.n.02')	Synset('area.n.01')
Synset('desert_iguana.n.01')	Synset('saurian.n.01')
Synset('tarweed.n.01')	Synset('herb.n.01')-misc
Synset('chrysoprase.n.01')	Synset('crystal.n.01')
Synset('fluidounce.n.02')	Synset('volume_unit.n.01')
Synset('fluidounce.n.01')	Synset('volume_unit.n.01')
Synset('microwave_linear_accelerator.n.01')	Synset('scientific_instrument.n.01')
Synset('arcuate_artery_of_the_kidney.n.01')	Synset('artery.n.01')
Synset('cornetfish.n.01')	Synset('teleost_fish.n.01')-misc
Synset('polemoniales.n.01')	Synset('plant_order.n.01')
Synset('waist.n.01')	Synset('body_part.n.01')-misc
Synset('chalk_dust.n.01')	Synset('material.n.01')-misc
Synset('group_dynamics.n.01')	Synset('science.n.01')-misc
Synset('buttercup.n.01')	Synset('herb.n.01')-misc
Synset('salvadoraceae.n.01')	Synset('dicot_family.n.01')
Synset('kangaroo_paw.n.01')	Synset('herb.n.01')-misc
Synset('sand_rat.n.01')	Synset('rodent.n.01')
Synset('broadside.n.05')	Synset('operation.n.05')
Synset('ewe.n.03')	Synset('even-toed_ungulate.n.01')
Synset('genus_anatotitan.n.01')	Synset('reptile_genus.n.01')
Synset('kvetch.n.01')	Synset('unwelcome_person.n.01')
Synset('setophaga.n.01')	Synset('bird_genus.n.01')-misc
Synset('budget_cut.n.01')	Synset('change_of_magnitude.n.01')
Synset('major_league.n.01')	Synset('association.n.01')
Synset('caffein_addiction.n.01')	Synset('physical_condition.n.01')-misc
Synset('power_line.n.01')	Synset('conductor.n.04')
Synset('mountain_goat.n.01')	Synset('even-toed_ungulate.n.01')
Synset('banana.n.02')	Synset('edible_fruit.n.01')
Synset('patchwork.n.02')	Synset('cloth_covering.n.01')
Synset('patchwork.n.01')	Synset('belief.n.01')-misc
Synset('pereskia.n.01')	Synset('caryophylloid_dicot_genus.n.01')
Synset('scrambler.n.01')	Synset('traveler.n.01')
Synset('extrasystole.n.01')	Synset('happening.n.01')-misc
Synset('second_trimester.n.01')	Synset('time_period.n.01')-misc
Synset('antipodes.n.01')	Synset('region.n.03')-misc
Synset('footboard.n.01')	Synset('surface.n.01')
Synset('flange.n.01')	Synset('structure.n.01')-misc
Synset('split_shift.n.01')	Synset('time_period.n.01')-misc
Synset('pinto_bean.n.01')	Synset('vegetable.n.01')
Synset('rubber_boa.n.01')	Synset('snake.n.01')
Synset('korean_lawn_grass.n.01')	Synset('gramineous_plant.n.01')
Synset('eye_bank.n.01')	Synset('sum.n.01')
Synset('compline.n.01')	Synset('datum.n.01')
Synset('inoculation.n.01')	Synset('protection.n.01')
Synset('designatum.n.01')	Synset('message.n.02')-misc
Synset('chinaberry.n.02')	Synset('tree.n.01')-misc
Synset('fixed-point_number.n.01')	Synset('number.n.02')-misc
Synset('alexandrian.n.01')	Synset('inhabitant.n.01')-misc
Synset('sprocket.n.01')	Synset('solid.n.03')
Synset('sprocket.n.02')	Synset('mechanical_device.n.01')
Synset('stamen.n.01')	Synset('reproductive_structure.n.01')-misc
Synset('wild_carrot.n.01')	Synset('wilding.n.01')
Synset('annual_fern.n.01')	Synset('fern.n.01')
Synset('bowel_movement.n.01')	Synset('bodily_process.n.01')-misc
Synset('tercentennial.n.01')	Synset('calendar_day.n.01')
Synset('footboard.n.02')	Synset('sheet.n.06')
Synset('neonatal_mortality.n.01')	Synset('magnitude_relation.n.01')
Synset('executive.n.02')	Synset('body.n.02')
Synset('hirudo.n.01')	Synset('genus.n.02')-misc
Synset('equus.n.01')	Synset('mammal_genus.n.01')-misc
Synset('arming.n.01')	Synset('social_control.n.01')
Synset('hydroponics.n.01')	Synset('commerce.n.01')
Synset('cryocautery.n.01')	Synset('instrument.n.01')-misc
Synset('cryocautery.n.02')	Synset('medical_procedure.n.01')
Synset('corporal_punishment.n.01')	Synset('social_control.n.01')
Synset('finding.n.03')	Synset('object.n.01')-misc
Synset('finding.n.02')	Synset('due_process.n.01')
Synset('wonder_boy.n.01')	Synset('male.n.02')
Synset('king_vulture.n.01')	Synset('bird_of_prey.n.01')
Synset('torque_converter.n.01')	Synset('device.n.01')-misc
Synset('initiate.n.02')	Synset('intellectual.n.01')
Synset('initiate.n.03')	Synset('people.n.01')
Synset('comma_bacillus.n.01')	Synset('moneran.n.01')
Synset('no-win_situation.n.01')	Synset('condition.n.01')-misc
Synset('north_by_east.n.01')	Synset('position.n.07')
Synset('open_weave.n.01')	Synset('design.n.04')
Synset('sporting_man.n.01')	Synset('person.n.01')-misc
Synset('silverwork.n.01')	Synset('work.n.02')
Synset('sensation.n.01')	Synset('perception.n.03')
Synset('sensation.n.03')	Synset('feeling.n.01')-misc
Synset('sensation.n.04')	Synset('physical_condition.n.01')-misc
Synset('socialite.n.01')	Synset('adult.n.01')-misc
Synset('solanaceous_vegetable.n.01')	Synset('vegetable.n.01')
Synset('doctor_of_laws.n.01')	Synset('award.n.02')
Synset('iresine.n.01')	Synset('caryophylloid_dicot_genus.n.01')
Synset('perry.n.04')	Synset('alcohol.n.01')-misc
Synset('gumweed.n.01')	Synset('herb.n.01')-misc
Synset('bimetallism.n.01')	Synset('worth.n.02')
Synset('colombian.n.01')	Synset('american.n.03')
Synset('slicer.n.03')	Synset('cutting_implement.n.01')
Synset('slicer.n.02')	Synset('machine.n.01')-misc
Synset('dogtooth_violet.n.01')	Synset('bulbous_plant.n.01')
Synset('naked_mole_rat.n.01')	Synset('mammal.n.01')-misc
Synset('south_sea_islands.n.01')	Synset('object.n.01')-misc
Synset('southeast_by_south.n.01')	Synset('position.n.07')
Synset('blackjack_oak.n.01')	Synset('tree.n.01')-misc
Synset('phenyltoloxamine.n.01')	Synset('medicine.n.02')-misc
Synset('assortative_mating.n.01')	Synset('sexual_activity.n.01')
Synset('tome.n.01')	Synset('work.n.02')
Synset('minisub.n.01')	Synset('apparatus.n.01')
Synset('indian.n.02')	Synset('asian.n.01')
Synset('lady's_maid.n.01')	Synset('worker.n.01')-misc
Synset('dinky.n.01')	Synset('self-propelled_vehicle.n.01')
Synset('fraise.n.01')	Synset('strip.n.02')
Synset('veal_cordon_bleu.n.01')	Synset('dish.n.02')-misc
Synset('window_oyster.n.01')	Synset('mollusk.n.01')
Synset('destitution.n.01')	Synset('condition.n.01')-misc
Synset('bronco.n.01')	Synset('odd-toed_ungulate.n.01')
Synset('codification.n.01')	Synset('activity.n.01')-misc
Synset('dryness.n.01')	Synset('condition.n.01')-misc
Synset('malamute.n.01')	Synset('dog.n.01')
Synset('barrel.n.02')	Synset('vessel.n.03')
Synset('real-time_processing.n.01')	Synset('processing.n.01')
Synset('wasp.n.01')	Synset('religious_person.n.01')
Synset('wasp.n.02')	Synset('hymenopterous_insect.n.01')
Synset('turnip.n.02')	Synset('vegetable.n.01')
Synset('turnip.n.01')	Synset('crucifer.n.01')
Synset('cercidiphyllaceae.n.01')	Synset('dicot_family.n.01')
Synset('eschatology.n.01')	Synset('discipline.n.01')-misc
Synset('shade_tree.n.01')	Synset('tree.n.01')-misc
Synset('endocervicitis.n.01')	Synset('inflammation.n.01')
Synset('akwa'ala.n.01')	Synset('amerindian.n.01')
Synset('cytoskeleton.n.01')	Synset('structure.n.04')-misc
Synset('paper_clip.n.01')	Synset('restraint.n.06')
Synset('callitriche.n.01')	Synset('rosid_dicot_genus.n.01')-misc
Synset('creationism.n.01')	Synset('doctrine.n.01')
Synset('jew.n.01')	Synset('person.n.01')-misc
Synset('recusation.n.01')	Synset('act.n.02')-misc
Synset('wide-angle_lens.n.01')	Synset('device.n.01')-misc
Synset('fischer's_slime_mushroom.n.01')	Synset('fungus_genus.n.01')
Synset('illegitimacy.n.02')	Synset('quality.n.01')-misc
Synset('physalia.n.01')	Synset('genus.n.02')-misc
Synset('wild_cinnamon.n.01')	Synset('shrub.n.01')-misc
Synset('sea_island_cotton.n.01')	Synset('shrub.n.01')-misc
Synset('ropewalker.n.01')	Synset('athlete.n.01')
Synset('bullock's_oriole.n.01')	Synset('oscine.n.01')-misc
Synset('fluctuation.n.01')	Synset('movement.n.03')
Synset('fluctuation.n.03')	Synset('quality.n.01')-misc
Synset('seven.n.01')	Synset('integer.n.01')
Synset('amontillado.n.01')	Synset('wine.n.01')
Synset('trachea.n.01')	Synset('passage.n.07')
Synset('cane.n.01')	Synset('implement.n.01')-misc
Synset('general_ledger.n.01')	Synset('document.n.03')
Synset('teaching_reading.n.01')	Synset('profession.n.02')
Synset('sandarac.n.02')	Synset('resin.n.01')
Synset('sandarac.n.03')	Synset('wood.n.01')
Synset('sandarac.n.01')	Synset('wood.n.01')
Synset('deuteranopia.n.01')	Synset('imperfection.n.01')
Synset('colony.n.04')	Synset('geographical_area.n.01')-misc
Synset('scab.n.02')	Synset('body_substance.n.01')
Synset('potato_wart_fungus.n.01')	Synset('fungus.n.01')-misc
Synset('lady_chapel.n.01')	Synset('building.n.01')-misc
Synset('justification.n.02')	Synset('statement.n.01')-misc
Synset('sea_god.n.01')	Synset('spiritual_being.n.01')
Synset('justification.n.01')	Synset('information.n.02')-misc
Synset('cockspur_thorn.n.01')	Synset('shrub.n.01')-misc
Synset('grace_cup.n.01')	Synset('article.n.02')
Synset('aigrette.n.01')	Synset('adornment.n.01')
Synset('distemper.n.05')	Synset('humanistic_discipline.n.01')-misc
Synset('distemper.n.04')	Synset('art.n.01')
Synset('mistreatment.n.01')	Synset('practice.n.01')
Synset('distemper.n.01')	Synset('animal_disease.n.01')
Synset('onion_yellow_dwarf.n.01')	Synset('plant_disease.n.01')
Synset('distemper.n.03')	Synset('coating.n.01')
Synset('cotton_mouse.n.01')	Synset('rodent.n.01')
Synset('boraginaceae.n.01')	Synset('family.n.06')-misc
Synset('sea_snake.n.01')	Synset('snake.n.01')
Synset('bell_captain.n.01')	Synset('leader.n.01')-misc
Synset('spot_weld.n.01')	Synset('connection.n.03')
Synset('precursor.n.02')	Synset('person.n.01')-misc
Synset('precursor.n.01')	Synset('material.n.01')-misc
Synset('frame_of_reference.n.02')	Synset('know-how.n.01')
Synset('tetrose.n.01')	Synset('carbohydrate.n.01')
Synset('ant_cow.n.01')	Synset('homopterous_insect.n.01')
Synset('lima_bean.n.03')	Synset('vegetable.n.01')
Synset('nomination.n.02')	Synset('condition.n.01')-misc
Synset('training_college.n.01')	Synset('educational_institution.n.01')
Synset('erica.n.01')	Synset('shrub.n.01')-misc
Synset('kei_apple.n.01')	Synset('shrub.n.01')-misc
Synset('flock.n.01')	Synset('social_group.n.01')-misc
Synset('flock.n.02')	Synset('biological_group.n.01')-misc
Synset('flock.n.05')	Synset('biological_group.n.01')-misc
Synset('field_of_honor.n.01')	Synset('area.n.01')
Synset('dacryon.n.01')	Synset('structure.n.04')-misc
Synset('house_sitter.n.01')	Synset('preserver.n.03')
Synset('slattern.n.02')	Synset('unwelcome_person.n.01')
Synset('alopecurus.n.01')	Synset('monocot_genus.n.01')-misc
Synset('shrew.n.01')	Synset('unwelcome_person.n.01')
Synset('thievishness.n.01')	Synset('immorality.n.01')
Synset('mold.n.06')	Synset('course.n.07')
Synset('leatherwood.n.02')	Synset('shrub.n.01')-misc
Synset('mother-in-law.n.01')	Synset('relative.n.01')
Synset('ovoid.n.01')	Synset('solid.n.03')
Synset('sarcasm.n.01')	Synset('message.n.02')-misc
Synset('electrical_engineer.n.01')	Synset('person.n.01')-misc
Synset('film_maker.n.01')	Synset('creator.n.02')
Synset('trade_bill.n.01')	Synset('legal_document.n.01')-misc
Synset('payne's_grey.n.01')	Synset('coloring_material.n.01')
Synset('allegro_con_spirito.n.01')	Synset('time.n.05')
Synset('burgundy.n.03')	Synset('visual_property.n.01')
Synset('bird_family.n.01')	Synset('bird_family.n.01')
Synset('yellow.n.01')	Synset('visual_property.n.01')
Synset('narcissist.n.01')	Synset('unwelcome_person.n.01')
Synset('collusion.n.01')	Synset('thinking.n.01')-misc
Synset('bubble_and_squeak.n.01')	Synset('dish.n.02')-misc
Synset('phrygian.n.01')	Synset('inhabitant.n.01')-misc
Synset('narcissistic_personality.n.01')	Synset('attribute.n.02')-misc
Synset('butcher_board.n.01')	Synset('artifact.n.01')-misc
Synset('broadcloth.n.02')	Synset('fabric.n.01')-misc
Synset('samosa.n.01')	Synset('dish.n.02')-misc
Synset('truck_farm.n.01')	Synset('geographic_point.n.01')
Synset('discharge.n.09')	Synset('propulsion.n.02')
Synset('obsessiveness.n.01')	Synset('trait.n.01')-misc
Synset('debt.n.02')	Synset('liabilities.n.01')
Synset('debt.n.03')	Synset('agreement.n.01')
Synset('discharge.n.06')	Synset('movement.n.03')
Synset('debt.n.01')	Synset('state.n.02')-misc
Synset('regular_hexagon.n.01')	Synset('figure.n.06')
Synset('bahaism.n.01')	Synset('morality.n.01')
Synset('discharge.n.02')	Synset('act.n.02')-misc
Synset('defiance.n.01')	Synset('trait.n.01')-misc
Synset('acanthoscelides.n.01')	Synset('arthropod_genus.n.01')-misc
Synset('absolutist.n.01')	Synset('follower.n.01')
Synset('teamster.n.02')	Synset('causal_agent.n.01')-misc
Synset('towhee.n.01')	Synset('oscine.n.01')-misc
Synset('awkwardness.n.04')	Synset('quality.n.01')-misc
Synset('awkwardness.n.05')	Synset('quality.n.01')-misc
Synset('awkwardness.n.02')	Synset('quality.n.01')-misc
Synset('awkwardness.n.03')	Synset('bodily_property.n.01')
Synset('brahmi.n.01')	Synset('writing.n.04')-misc
Synset('silva.n.01')	Synset('group.n.01')-misc
Synset('countersignature.n.01')	Synset('name.n.01')
Synset('oboist.n.01')	Synset('entertainer.n.01')
Synset('rocket.n.02')	Synset('motor.n.01')
Synset('meadow_spikemoss.n.01')	Synset('pteridophyte.n.01')-misc
Synset('noumenon.n.01')	Synset('content.n.05')-misc
Synset('odometer.n.01')	Synset('measuring_instrument.n.01')-misc
Synset('fairy_swallow.n.01')	Synset('gallinaceous_bird.n.01')
Synset('blue_mold_fungus.n.01')	Synset('fungus.n.01')-misc
