,Unnamed: 0,Synset,Name,Predicted
2516,2516,Synset('worse.n.01'),worse.n.01,b
2518,2518,Synset('indisputability.n.01'),indisputability.n.01,b
2519,2519,Synset('ineluctability.n.01'),ineluctability.n.01,b
2523,2523,Synset('slam_dunk.n.01'),slam_dunk.n.01,b
2526,2526,Synset('exchangeability.n.01'),exchangeability.n.01,b
2528,2528,Synset('inconstancy.n.02'),inconstancy.n.02,b
2530,2530,Synset('progressiveness.n.01'),progressiveness.n.01,b
2531,2531,Synset('reversibility.n.01'),reversibility.n.01,b
2533,2533,Synset('variability.n.01'),variability.n.01,b
2535,2535,Synset('constancy.n.01'),constancy.n.01,b
2536,2536,Synset('fixedness.n.03'),fixedness.n.03,b
2537,2537,Synset('immutability.n.01'),immutability.n.01,b
2539,2539,Synset('invariability.n.02'),invariability.n.02,b
2540,2540,Synset('irreversibility.n.01'),irreversibility.n.01,b
2543,2543,Synset('compatibility.n.02'),compatibility.n.02,b
2544,2544,Synset('curability.n.01'),curability.n.01,b
2547,2547,Synset('hallmark.n.01'),hallmark.n.01,b
2548,2548,Synset('incompatibility.n.03'),incompatibility.n.03,b
2550,2550,Synset('indirectness.n.01'),indirectness.n.01,b
2552,2552,Synset('point.n.23'),point.n.23,b
2553,2553,Synset('recommendation.n.03'),recommendation.n.03,b
2554,2554,Synset('robustness.n.02'),robustness.n.02,b
2559,2559,Synset('translucence.n.01'),translucence.n.01,b
2560,2560,Synset('transparency.n.02'),transparency.n.02,b
2561,2561,Synset('visibility.n.03'),visibility.n.03,b
2562,2562,Synset('flammability.n.01'),flammability.n.01,b
2565,2565,Synset('tapestry.n.01'),tapestry.n.01,b
2567,2567,Synset('clarity.n.01'),clarity.n.01,b
2568,2568,Synset('coherence.n.02'),coherence.n.02,b
2570,2570,Synset('legibility.n.02'),legibility.n.02,b
2572,2572,Synset('cogency.n.02'),cogency.n.02,b
2574,2574,Synset('street_credibility.n.01'),street_credibility.n.01,b
2575,2575,Synset('harmfulness.n.01'),harmfulness.n.01,b
2577,2577,Synset('differentia.n.01'),differentia.n.01,b
2578,2578,Synset('differential.n.02'),differential.n.02,b
2579,2579,Synset('discrepancy.n.01'),discrepancy.n.01,b
2583,2583,Synset('otherness.n.01'),otherness.n.01,b
2590,2590,Synset('subtlety.n.02'),subtlety.n.02,b
2594,2594,Synset('breeding.n.01'),breeding.n.01,b
2595,2595,Synset('chic.n.01'),chic.n.01,b
2598,2598,Synset('daintiness.n.01'),daintiness.n.01,b
2600,2600,Synset('magnificence.n.02'),magnificence.n.02,b
2603,2603,Synset('admirability.n.01'),admirability.n.01,b
2604,2604,Synset('impressiveness.n.01'),impressiveness.n.01,b
2605,2605,Synset('refinement.n.05'),refinement.n.05,b
2606,2606,Synset('picturesqueness.n.01'),picturesqueness.n.01,b
2607,2607,Synset('uncommonness.n.01'),uncommonness.n.01,b
2609,2609,Synset('unexpectedness.n.01'),unexpectedness.n.01,b
2610,2610,Synset('constancy.n.03'),constancy.n.03,b
2614,2614,Synset('exoticism.n.01'),exoticism.n.01,b
2615,2615,Synset('productiveness.n.01'),productiveness.n.01,b
2616,2616,Synset('richness.n.05'),richness.n.05,b
2621,2621,Synset('prevalence.n.01'),prevalence.n.01,b
2622,2622,Synset('totality.n.02'),totality.n.02,b
2623,2623,Synset('universality.n.01'),universality.n.01,b
2624,2624,Synset('benefit.n.02'),benefit.n.02,b
2625,2625,Synset('better.n.01'),better.n.01,b
2628,2628,Synset('optimum.n.01'),optimum.n.01,b
2629,2629,Synset('wisdom.n.04'),wisdom.n.04,b
2633,2633,Synset('mercifulness.n.02'),mercifulness.n.02,b
2635,2635,Synset('invalidity.n.01'),invalidity.n.01,b
2636,2636,Synset('abstractness.n.01'),abstractness.n.01,b
2638,2638,Synset('intangibility.n.01'),intangibility.n.01,b
2639,2639,Synset('unreality.n.01'),unreality.n.01,b
2650,2650,Synset('incapability.n.02'),incapability.n.02,b
2651,2651,Synset('incompetence.n.01'),incompetence.n.01,b
2652,2652,Synset('insensitivity.n.01'),insensitivity.n.01,b
2653,2653,Synset('insufficiency.n.02'),insufficiency.n.02,b
2654,2654,Synset('unadaptability.n.01'),unadaptability.n.01,b
2655,2655,Synset('inexactness.n.01'),inexactness.n.01,b
2656,2656,Synset('looseness.n.03'),looseness.n.03,b
2657,2657,Synset('illegibility.n.01'),illegibility.n.01,b
2658,2658,Synset('impenetrability.n.02'),impenetrability.n.02,b
2660,2660,Synset('noise.n.05'),noise.n.05,b
2661,2661,Synset('obscureness.n.03'),obscureness.n.03,b
2662,2662,Synset('opacity.n.02'),opacity.n.02,b
2664,2664,Synset('unintelligibility.n.02'),unintelligibility.n.02,b
2667,2667,Synset('awkwardness.n.04'),awkwardness.n.04,b
2668,2668,Synset('boorishness.n.02'),boorishness.n.02,b
2669,2669,Synset('coarseness.n.04'),coarseness.n.04,b
2671,2671,Synset('dowdiness.n.01'),dowdiness.n.01,b
2672,2672,Synset('ostentation.n.02'),ostentation.n.02,b
2673,2673,Synset('shabbiness.n.01'),shabbiness.n.01,b
2675,2675,Synset('tweediness.n.02'),tweediness.n.02,b
2677,2677,Synset('faithlessness.n.01'),faithlessness.n.01,b
2678,2678,Synset('atrocity.n.01'),atrocity.n.01,b
2680,2680,Synset('mercilessness.n.02'),mercilessness.n.02,b
2681,2681,Synset('futility.n.01'),futility.n.01,b
2683,2683,Synset('impracticality.n.01'),impracticality.n.01,b
2685,2685,Synset('fitfulness.n.01'),fitfulness.n.01,b
2686,2686,Synset('fluctuation.n.03'),fluctuation.n.03,b
2688,2688,Synset('intermittence.n.01'),intermittence.n.01,b
2689,2689,Synset('randomness.n.02'),randomness.n.02,b
2690,2690,Synset('unevenness.n.01'),unevenness.n.01,b
2691,2691,Synset('unsteadiness.n.02'),unsteadiness.n.02,b
2692,2692,Synset('legality.n.01'),legality.n.01,b
2693,2693,Synset('legitimacy.n.01'),legitimacy.n.01,b
2695,2695,Synset('completeness.n.02'),completeness.n.02,b
2696,2696,Synset('consistency.n.04'),consistency.n.04,b
2697,2697,Synset('rationality.n.02'),rationality.n.02,b
2699,2699,Synset('reality.n.04'),reality.n.04,b
2700,2700,Synset('substantiality.n.01'),substantiality.n.01,b
2701,2701,Synset('tangibility.n.01'),tangibility.n.01,b
2704,2704,Synset('manipulability.n.01'),manipulability.n.01,b
2705,2705,Synset('motility.n.01'),motility.n.01,b
2707,2707,Synset('restlessness.n.01'),restlessness.n.01,b
2714,2714,Synset('credulousness.n.01'),credulousness.n.01,b
2716,2716,Synset('indigenousness.n.01'),indigenousness.n.01,b
2718,2718,Synset('naturalization.n.01'),naturalization.n.01,b
2721,2721,Synset('spontaneity.n.01'),spontaneity.n.01,b
2722,2722,Synset('unaffectedness.n.01'),unaffectedness.n.01,b
2725,2725,Synset('indistinctness.n.01'),indistinctness.n.01,b
2726,2726,Synset('averageness.n.02'),averageness.n.02,b
2727,2727,Synset('commonness.n.03'),commonness.n.03,b
2728,2728,Synset('expectedness.n.02'),expectedness.n.02,b
2729,2729,Synset('freshness.n.02'),freshness.n.02,b
2731,2731,Synset('sharpness.n.04'),sharpness.n.04,b
2732,2732,Synset('fatherliness.n.01'),fatherliness.n.01,b
2733,2733,Synset('motherliness.n.01'),motherliness.n.01,b
2734,2734,Synset('specificity.n.01'),specificity.n.01,b
2735,2735,Synset('specificity.n.02'),specificity.n.02,b
2736,2736,Synset('agreeableness.n.01'),agreeableness.n.01,b
2738,2738,Synset('enjoyableness.n.01'),enjoyableness.n.01,b
2741,2741,Synset('assertiveness.n.01'),assertiveness.n.01,b
2744,2744,Synset('effectiveness.n.01'),effectiveness.n.01,b
2745,2745,Synset('free_will.n.01'),free_will.n.01,b
2746,2746,Synset('influence.n.01'),influence.n.01,b
2747,2747,Synset('interest.n.03'),interest.n.03,b
2748,2748,Synset('irresistibility.n.01'),irresistibility.n.01,b
2749,2749,Synset('legal_power.n.01'),legal_power.n.01,b
2750,2750,Synset('persuasiveness.n.01'),persuasiveness.n.01,b
2751,2751,Synset('potency.n.02'),potency.n.02,b
2755,2755,Synset('stranglehold.n.01'),stranglehold.n.01,b
2757,2757,Synset('valence.n.01'),valence.n.01,b
2758,2758,Synset('valence.n.02'),valence.n.02,b
2759,2759,Synset('veto.n.02'),veto.n.02,b
2760,2760,Synset('helplessness.n.01'),helplessness.n.01,b
2762,2762,Synset('paper_tiger.n.01'),paper_tiger.n.01,b
2765,2765,Synset('voicelessness.n.03'),voicelessness.n.03,b
2767,2767,Synset('ratability.n.02'),ratability.n.02,b
2769,2769,Synset('cyclicity.n.01'),cyclicity.n.01,b
2771,2771,Synset('evenness.n.02'),evenness.n.02,b
2772,2772,Synset('orderliness.n.01'),orderliness.n.01,b
2773,2773,Synset('steadiness.n.03'),steadiness.n.03,b
2774,2774,Synset('uniformity.n.01'),uniformity.n.01,b
2776,2776,Synset('equality.n.01'),equality.n.01,b
2779,2779,Synset('acceptability.n.01'),acceptability.n.01,b
2780,2780,Synset('adequacy.n.01'),adequacy.n.01,b
2781,2781,Synset('spinnbarkeit.n.01'),spinnbarkeit.n.01,b
2782,2782,Synset('ampleness.n.01'),ampleness.n.01,b
2784,2784,Synset('convenience.n.02'),convenience.n.02,b
2786,2786,Synset('doubt.n.02'),doubt.n.02,b
2787,2787,Synset('fortuitousness.n.01'),fortuitousness.n.01,b
2789,2789,Synset('indefiniteness.n.01'),indefiniteness.n.01,b
2790,2790,Synset('speculativeness.n.02'),speculativeness.n.02,b
2793,2793,Synset('illegality.n.01'),illegality.n.01,b
2794,2794,Synset('illegitimacy.n.02'),illegitimacy.n.02,b
2797,2797,Synset('affectedness.n.01'),affectedness.n.01,b
2798,2798,Synset('artificiality.n.01'),artificiality.n.01,b
2799,2799,Synset('pretentiousness.n.02'),pretentiousness.n.02,b
2800,2800,Synset('supernaturalism.n.02'),supernaturalism.n.02,b
2801,2801,Synset('orthodoxy.n.01'),orthodoxy.n.01,b
2802,2802,Synset('awfulness.n.01'),awfulness.n.01,b
2803,2803,Synset('harshness.n.02'),harshness.n.02,b
2806,2806,Synset('frigidity.n.01'),frigidity.n.01,b
2807,2807,Synset('resistance.n.08'),resistance.n.08,b
2808,2808,Synset('inadequacy.n.03'),inadequacy.n.03,b
2809,2809,Synset('perishability.n.01'),perishability.n.01,b
2810,2810,Synset('unacceptability.n.01'),unacceptability.n.01,b
2811,2811,Synset('inappropriateness.n.02'),inappropriateness.n.02,b
2812,2812,Synset('inconvenience.n.03'),inconvenience.n.03,b
2816,2816,Synset('jejunity.n.02'),jejunity.n.02,b
2818,2818,Synset('putrescence.n.02'),putrescence.n.02,b
2820,2820,Synset('detergency.n.01'),detergency.n.01,b
2822,2822,Synset('helpfulness.n.01'),helpfulness.n.01,b
2823,2823,Synset('instrumentality.n.02'),instrumentality.n.02,b
2825,2825,Synset('practicality.n.01'),practicality.n.01,b
2826,2826,Synset('serviceability.n.01'),serviceability.n.01,b
2829,2829,Synset('nutritiousness.n.01'),nutritiousness.n.01,b
2837,2837,Synset('fecklessness.n.01'),fecklessness.n.01,b
2839,2839,Synset('paltriness.n.01'),paltriness.n.01,b
2840,2840,Synset('shoddiness.n.01'),shoddiness.n.01,b
2841,2841,Synset('valuelessness.n.01'),valuelessness.n.01,b
2845,2845,Synset('fold.n.01'),fold.n.01,b
2846,2846,Synset('furcation.n.01'),furcation.n.01,b
2848,2848,Synset('zigzag.n.01'),zigzag.n.01,b
2851,2851,Synset('articulation.n.02'),articulation.n.02,b
2852,2852,Synset('node.n.01'),node.n.01,b
2872,2872,Synset('midplane.n.01'),midplane.n.01,b
2878,2878,Synset('cone.n.02'),cone.n.02,b
2883,2883,Synset('sphere.n.06'),sphere.n.06,b
2884,2884,Synset('spheroid.n.01'),spheroid.n.01,b
2885,2885,Synset('torus.n.01'),torus.n.01,b
2897,2897,Synset('agency.n.03'),agency.n.03,b
2898,2898,Synset('behavior.n.02'),behavior.n.02,b
2899,2899,Synset('busyness.n.01'),busyness.n.01,b
2900,2900,Synset('eruption.n.03'),eruption.n.03,b
2901,2901,Synset('operation.n.01'),operation.n.01,b
2902,2902,Synset('overdrive.n.01'),overdrive.n.01,b
2904,2904,Synset('swing.n.01'),swing.n.01,b
2918,2918,Synset('astigmatism.n.02'),astigmatism.n.02,b
2920,2920,Synset('atonicity.n.01'),atonicity.n.01,b
2940,2940,Synset('dryness.n.01'),dryness.n.01,b
2968,2968,Synset('ionization.n.01'),ionization.n.01,b
2980,2980,Synset('mutism.n.01'),mutism.n.01,b
2981,2981,Synset('nakedness.n.01'),nakedness.n.01,b
2986,2986,Synset('normality.n.01'),normality.n.01,b
3019,3019,Synset('tilth.n.01'),tilth.n.01,b
3023,3023,Synset('vacuolization.n.01'),vacuolization.n.01,b
3033,3033,Synset('lysogeny.n.01'),lysogeny.n.01,b
3036,3036,Synset('orphanage.n.01'),orphanage.n.01,b
3044,3044,Synset('disagreement.n.01'),disagreement.n.01,b
3047,3047,Synset('neonatal_death.n.01'),neonatal_death.n.01,b
3048,3048,Synset('rest.n.05'),rest.n.05,b
3049,3049,Synset('sudden_infant_death_syndrome.n.01'),sudden_infant_death_syndrome.n.01,b
3050,3050,Synset('acme.n.01'),acme.n.01,b
3053,3053,Synset('ladder.n.02'),ladder.n.02,b
3055,3055,Synset('quickening.n.02'),quickening.n.02,b
3057,3057,Synset('standard_of_living.n.01'),standard_of_living.n.01,b
3058,3058,Synset('state_of_the_art.n.01'),state_of_the_art.n.01,b
3059,3059,Synset('ultimacy.n.01'),ultimacy.n.01,b
3064,3064,Synset('anarchy.n.01'),anarchy.n.01,b
3065,3065,Synset('confusion.n.01'),confusion.n.01,b
3071,3071,Synset('turbulence.n.03'),turbulence.n.03,b
3072,3072,Synset('pseudobulb.n.01'),pseudobulb.n.01,b
3112,3112,Synset('temper.n.02'),temper.n.02,b
3115,3115,Synset('academic_freedom.n.01'),academic_freedom.n.01,b
3116,3116,Synset('civil_liberty.n.01'),civil_liberty.n.01,b
3120,3120,Synset('freedom_of_the_seas.n.01'),freedom_of_the_seas.n.01,b
3121,3121,Synset('independence.n.01'),independence.n.01,b
3123,3123,Synset('liberty.n.03'),liberty.n.03,b
3125,3125,Synset('cold_war.n.01'),cold_war.n.01,b
3126,3126,Synset('latent_hostility.n.01'),latent_hostility.n.01,b
3128,3128,Synset('war.n.02'),war.n.02,b
3131,3131,Synset('adolescence.n.02'),adolescence.n.02,b
3132,3132,Synset('callowness.n.01'),callowness.n.01,b
3133,3133,Synset('childhood.n.02'),childhood.n.02,b
3149,3149,Synset('dormancy.n.01'),dormancy.n.01,b
3153,3153,Synset('stagnation.n.01'),stagnation.n.01,b
3154,3154,Synset('stagnation.n.02'),stagnation.n.02,b
3155,3155,Synset('stasis.n.02'),stasis.n.02,b
3156,3156,Synset('completeness.n.01'),completeness.n.01,b
3157,3157,Synset('incompleteness.n.01'),incompleteness.n.01,b
3158,3158,Synset('adulthood.n.02'),adulthood.n.02,b
3159,3159,Synset('post-maturity.n.01'),post-maturity.n.01,b
3161,3161,Synset('youth.n.04'),youth.n.04,b
3162,3162,Synset('sale.n.04'),sale.n.04,b
3163,3163,Synset('perpetual_motion.n.01'),perpetual_motion.n.01,b
3164,3164,Synset('precession.n.01'),precession.n.01,b
3166,3166,Synset('stream.n.04'),stream.n.04,b
3169,3169,Synset('indebtedness.n.01'),indebtedness.n.01,b
3170,3170,Synset('executive_clemency.n.01'),executive_clemency.n.01,b
3171,3171,Synset('war_power.n.01'),war_power.n.01,b
3174,3174,Synset('civil_order.n.01'),civil_order.n.01,b
3175,3175,Synset('harmony.n.03'),harmony.n.03,b
3176,3176,Synset('peace.n.01'),peace.n.01,b
3183,3183,Synset('polish.n.02'),polish.n.02,b
3184,3184,Synset('alert.n.01'),alert.n.01,b
3186,3186,Synset('anaclisis.n.01'),anaclisis.n.01,b
3189,3189,Synset('account.n.03'),account.n.03,b
3192,3192,Synset('assimilation.n.01'),assimilation.n.01,b
3196,3196,Synset('free_agency.n.01'),free_agency.n.01,b
3199,3199,Synset('disassociation.n.01'),disassociation.n.01,b
3201,3201,Synset('discreteness.n.01'),discreteness.n.01,b
3203,3203,Synset('isolation.n.01'),isolation.n.01,b
3206,3206,Synset('ballgame.n.01'),ballgame.n.01,b
3216,3216,Synset('goldfish_bowl.n.01'),goldfish_bowl.n.01,b
3217,3217,Synset('hotbed.n.01'),hotbed.n.01,b
3227,3227,Synset('adeptness.n.01'),adeptness.n.01,b
3228,3228,Synset('command.n.06'),command.n.06,b
3229,3229,Synset('coordination.n.01'),coordination.n.01,b
3231,3231,Synset('expertness.n.01'),expertness.n.01,b
3234,3234,Synset('proficiency.n.02'),proficiency.n.02,b
3236,3236,Synset('bastardy.n.01'),bastardy.n.01,b
3251,3251,Synset('low_status.n.01'),low_status.n.01,b
3264,3264,Synset('drunkenness.n.01'),drunkenness.n.01,b
3266,3266,Synset('fatigue.n.01'),fatigue.n.01,b
3268,3268,Synset('soberness.n.01'),soberness.n.01,b
3270,3270,Synset('wakefulness.n.02'),wakefulness.n.02,b
3271,3271,Synset('association.n.03'),association.n.03,b
3272,3272,Synset('coalition.n.02'),coalition.n.02,b
3276,3276,Synset('syncretism.n.01'),syncretism.n.01,b
3280,3280,Synset('gestation.n.01'),gestation.n.01,b
3281,3281,Synset('menopause.n.01'),menopause.n.01,b
3291,3291,Synset('history.n.04'),history.n.04,b
3292,3292,Synset('equinox.n.01'),equinox.n.01,b
3294,3294,Synset('solstice.n.01'),solstice.n.01,b
3302,3302,Synset('epoch.n.03'),epoch.n.03,b
3303,3303,Synset('era.n.02'),era.n.02,b
3304,3304,Synset('period.n.04'),period.n.04,b
3309,3309,Synset('rhythm.n.01'),rhythm.n.01,b
3310,3310,Synset('tempo.n.01'),tempo.n.01,b
3315,3315,Synset('old.n.01'),old.n.01,b
3325,3325,Synset('animation.n.03'),animation.n.03,b
3326,3326,Synset('dynamism.n.03'),dynamism.n.03,b
3328,3328,Synset('carefulness.n.02'),carefulness.n.02,b
3329,3329,Synset('caution.n.01'),caution.n.01,b
3330,3330,Synset('mindfulness.n.01'),mindfulness.n.01,b
3331,3331,Synset('unmindfulness.n.01'),unmindfulness.n.01,b
3333,3333,Synset('spirit.n.03'),spirit.n.03,b
3335,3335,Synset('tidiness.n.02'),tidiness.n.02,b
3336,3336,Synset('effusiveness.n.01'),effusiveness.n.01,b
3337,3337,Synset('fluency.n.03'),fluency.n.03,b
3338,3338,Synset('frankness.n.02'),frankness.n.02,b
3339,3339,Synset('garrulity.n.01'),garrulity.n.01,b
3343,3343,Synset('egotism.n.01'),egotism.n.01,b
3345,3345,Synset('self-love.n.02'),self-love.n.02,b
3352,3352,Synset('restraint.n.02'),restraint.n.02,b
3355,3355,Synset('action.n.06'),action.n.06,b
3359,3359,Synset('enterprise.n.03'),enterprise.n.03,b
3360,3360,Synset('affectionateness.n.02'),affectionateness.n.02,b
3362,3362,Synset('drama.n.04'),drama.n.04,b
3365,3365,Synset('mawkishness.n.02'),mawkishness.n.02,b
3366,3366,Synset('temperament.n.02'),temperament.n.02,b
3367,3367,Synset('effeminacy.n.01'),effeminacy.n.01,b
3371,3371,Synset('womanliness.n.01'),womanliness.n.01,b
3373,3373,Synset('asininity.n.01'),asininity.n.01,b
3375,3375,Synset('giddiness.n.01'),giddiness.n.01,b
3376,3376,Synset('levity.n.02'),levity.n.02,b
3377,3377,Synset('playfulness.n.02'),playfulness.n.02,b
3378,3378,Synset('meekness.n.02'),meekness.n.02,b
3379,3379,Synset('indolence.n.01'),indolence.n.01,b
3380,3380,Synset('languor.n.03'),languor.n.03,b
3381,3381,Synset('passivity.n.01'),passivity.n.01,b
3383,3383,Synset('carelessness.n.01'),carelessness.n.01,b
3384,3384,Synset('dissoluteness.n.01'),dissoluteness.n.01,b
3385,3385,Synset('indulgence.n.01'),indulgence.n.01,b
3390,3390,Synset('defiance.n.01'),defiance.n.01,b
3392,3392,Synset('refractoriness.n.01'),refractoriness.n.01,b
3393,3393,Synset('stubbornness.n.01'),stubbornness.n.01,b
3394,3394,Synset('unruliness.n.01'),unruliness.n.01,b
3395,3395,Synset('wildness.n.04'),wildness.n.04,b
3396,3396,Synset('indecisiveness.n.02'),indecisiveness.n.02,b
3397,3397,Synset('volatility.n.02'),volatility.n.02,b
3398,3398,Synset('objectivity.n.01'),objectivity.n.01,b
3399,3399,Synset('subjectivity.n.01'),subjectivity.n.01,b
3401,3401,Synset('hoydenism.n.01'),hoydenism.n.01,b
3403,3403,Synset('manfulness.n.01'),manfulness.n.01,b
3404,3404,Synset('animality.n.01'),animality.n.01,b
3408,3408,Synset('adamance.n.01'),adamance.n.01,b
3409,3409,Synset('decisiveness.n.01'),decisiveness.n.01,b
3410,3410,Synset('determination.n.02'),determination.n.02,b
3411,3411,Synset('self-control.n.02'),self-control.n.02,b
3414,3414,Synset('steadiness.n.01'),steadiness.n.01,b
3415,3415,Synset('stiffness.n.03'),stiffness.n.03,b
3416,3416,Synset('stubbornness.n.02'),stubbornness.n.02,b
3417,3417,Synset('sturdiness.n.03'),sturdiness.n.03,b
3418,3418,Synset('committedness.n.01'),committedness.n.01,b
3419,3419,Synset('graveness.n.01'),graveness.n.01,b
3420,3420,Synset('sedateness.n.01'),sedateness.n.01,b
3421,3421,Synset('illiberality.n.01'),illiberality.n.01,b
3424,3424,Synset('selfishness.n.01'),selfishness.n.01,b
3425,3425,Synset('deliberation.n.05'),deliberation.n.05,b
3428,3428,Synset('reflectiveness.n.01'),reflectiveness.n.01,b
3429,3429,Synset('amenability.n.01'),amenability.n.01,b
3430,3430,Synset('docility.n.01'),docility.n.01,b
3433,3433,Synset('tameness.n.02'),tameness.n.02,b
3435,3435,Synset('creditworthiness.n.01'),creditworthiness.n.01,b
3436,3436,Synset('responsibility.n.03'),responsibility.n.03,b
3438,3438,Synset('untidiness.n.02'),untidiness.n.02,b
3440,3440,Synset('reserve.n.07'),reserve.n.07,b
3442,3442,Synset('blandness.n.01'),blandness.n.01,b
3443,3443,Synset('coldness.n.02'),coldness.n.02,b
3445,3445,Synset('stoicism.n.01'),stoicism.n.01,b
3446,3446,Synset('impulsiveness.n.01'),impulsiveness.n.01,b
3447,3447,Synset('recklessness.n.01'),recklessness.n.01,b
3450,3450,Synset('judiciousness.n.02'),judiciousness.n.02,b
3451,3451,Synset('knowledgeability.n.01'),knowledgeability.n.01,b
